Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$35.00,100,"$35,000.00","$10,500.00",30%,Online
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,$50.00,175,"$87,500.00","$30,625.00",35%,Online
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,$35.00,275,"$96,250.00","$38,500.00",40%,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$40.00,495,"$198,000.00","$69,300.00",35%,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$40.00,200,"$80,000.00","$24,000.00",30%,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$30.00,225,"$67,500.00","$20,250.00",30%,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$35.00,75,"$26,250.00","$7,875.00",30%,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,$50.00,125,"$62,500.00","$21,875.00",35%,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,$40.00,225,"$90,000.00","$36,000.00",40%,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$40.00,450,"$180,000.00","$63,000.00",35%,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$40.00,150,"$60,000.00","$18,000.00",30%,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$30.00,150,"$45,000.00","$13,500.00",30%,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$35.00,75,"$26,250.00","$7,875.00",30%,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,$60.00,100,"$60,000.00","$21,000.00",35%,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,$50.00,225,"$112,500.00","$45,000.00",40%,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$60.00,495,"$297,000.00","$103,950.00",35%,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$50.00,200,"$100,000.00","$30,000.00",30%,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$45.00,175,"$78,750.00","$23,625.00",30%,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$45.00,100,"$45,000.00","$13,500.00",30%,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Apparel,$55.00,125,"$68,750.00","$24,063.00",35%,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Apparel,$60.00,250,"$150,000.00","$60,000.00",40%,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$45.00,500,"$225,000.00","$78,750.00",35%,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$40.00,250,"$100,000.00","$30,000.00",30%,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$35.00,200,"$70,000.00","$21,000.00",30%,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$35.00,175,"$61,250.00","$18,375.00",30%,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,$45.00,175,"$78,750.00","$27,563.00",35%,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,$55.00,325,"$178,750.00","$71,500.00",40%,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$50.00,550,"$275,000.00","$96,250.00",35%,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$45.00,300,"$135,000.00","$40,500.00",30%,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$40.00,225,"$90,000.00","$27,000.00",30%,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$40.00,175,"$70,000.00","$21,000.00",30%,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,$50.00,200,"$100,000.00","$35,000.00",35%,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,$55.00,375,"$206,250.00","$82,500.00",40%,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$50.00,525,"$262,500.00","$91,875.00",35%,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$45.00,300,"$135,000.00","$40,500.00",30%,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$40.00,225,"$90,000.00","$27,000.00",30%,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$40.00,200,"$80,000.00","$24,000.00",30%,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,$50.00,175,"$87,500.00","$30,625.00",35%,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,$55.00,350,"$192,500.00","$77,000.00",40%,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$45.00,475,"$213,750.00","$74,813.00",35%,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$40.00,275,"$110,000.00","$33,000.00",30%,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$35.00,175,"$61,250.00","$18,375.00",30%,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$35.00,150,"$52,500.00","$15,750.00",30%,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Apparel,$45.00,150,"$67,500.00","$23,625.00",35%,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Apparel,$50.00,225,"$112,500.00","$45,000.00",40%,Online
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$55.00,400,"$220,000.00","$77,000.00",35%,Online
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$45.00,250,"$112,500.00","$33,750.00",30%,Online
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$45.00,150,"$67,500.00","$20,250.00",30%,Online
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$45.00,125,"$56,250.00","$16,875.00",30%,Online
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,$55.00,125,"$68,750.00","$24,063.00",35%,Online
Sports Direct,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,$60.00,250,"$150,000.00","$60,000.00",40%,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$55.00,400,"$220,000.00","$77,000.00",35%,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$45.00,250,"$112,500.00","$33,750.00",30%,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$45.00,195,"$87,750.00","$26,325.00",30%,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$45.00,175,"$78,750.00","$23,625.00",30%,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,$60.00,150,"$90,000.00","$31,500.00",35%,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,$65.00,250,"$162,500.00","$65,000.00",40%,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$60.00,500,"$300,000.00","$105,000.00",35%,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$50.00,300,"$150,000.00","$45,000.00",30%,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$50.00,250,"$125,000.00","$37,500.00",30%,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$50.00,200,"$100,000.00","$30,000.00",30%,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,$60.00,200,"$120,000.00","$42,000.00",35%,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,$65.00,300,"$195,000.00","$78,000.00",40%,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$35.00,475,"$166,250.00","$58,188.00",35%,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$35.00,275,"$96,250.00","$28,875.00",30%,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$25.00,275,"$68,750.00","$20,625.00",30%,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$30.00,125,"$37,500.00","$11,250.00",30%,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Apparel,$45.00,175,"$78,750.00","$27,563.00",35%,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Apparel,$35.00,275,"$96,250.00","$38,500.00",40%,Online
Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$35.00,525,"$183,750.00","$64,313.00",35%,Online
Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$35.00,175,"$61,250.00","$18,375.00",30%,Online
Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$25.00,225,"$56,250.00","$16,875.00",30%,Online
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$30.00,100,"$30,000.00","$9,000.00",30%,Online
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Men's Apparel,$45.00,175,"$78,750.00","$27,563.00",35%,Online
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,$25.00,275,"$68,750.00","$27,500.00",40%,Online
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Men's Street Footwear,$30.00,495,"$148,500.00","$51,975.00",35%,Online
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$30.00,200,"$60,000.00","$18,000.00",30%,Online
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Street Footwear,$20.00,225,"$45,000.00","$13,500.00",30%,Online
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$25.00,75,"$18,750.00","$5,625.00",30%,Online
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Men's Apparel,$40.00,125,"$50,000.00","$17,500.00",35%,Online
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Apparel,$30.00,225,"$67,500.00","$27,000.00",40%,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Men's Street Footwear,$30.00,450,"$135,000.00","$47,250.00",35%,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$30.00,150,"$45,000.00","$13,500.00",30%,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Street Footwear,$20.00,150,"$30,000.00","$9,000.00",30%,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$25.00,75,"$18,750.00","$5,625.00",30%,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Men's Apparel,$60.00,100,"$60,000.00","$21,000.00",35%,In-store
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Apparel,$50.00,225,"$112,500.00","$45,000.00",40%,In-store
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Men's Street Footwear,$60.00,495,"$297,000.00","$103,950.00",35%,In-store
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$45.00,200,"$90,000.00","$27,000.00",30%,In-store
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Street Footwear,$40.00,175,"$70,000.00","$21,000.00",30%,In-store
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$40.00,100,"$40,000.00","$12,000.00",30%,In-store
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Men's Apparel,$50.00,125,"$62,500.00","$21,875.00",35%,In-store
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Apparel,$55.00,250,"$137,500.00","$55,000.00",40%,In-store
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Men's Street Footwear,$40.00,500,"$200,000.00","$70,000.00",35%,In-store
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$35.00,250,"$87,500.00","$26,250.00",30%,In-store
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Women's Street Footwear,$30.00,200,"$60,000.00","$18,000.00",30%,In-store
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$30.00,175,"$52,500.00","$15,750.00",30%,In-store
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Men's Apparel,$40.00,175,"$70,000.00","$24,500.00",35%,In-store
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Women's Apparel,$55.00,325,"$178,750.00","$71,500.00",40%,In-store
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Men's Street Footwear,$50.00,550,"$275,000.00","$96,250.00",35%,In-store
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$45.00,300,"$135,000.00","$40,500.00",30%,In-store
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Women's Street Footwear,$40.00,225,"$90,000.00","$27,000.00",30%,In-store
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$40.00,175,"$70,000.00","$21,000.00",30%,In-store
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Men's Apparel,$50.00,200,"$100,000.00","$35,000.00",35%,In-store
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Women's Apparel,$55.00,375,"$206,250.00","$82,500.00",40%,In-store
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Men's Street Footwear,$50.00,525,"$262,500.00","$91,875.00",35%,In-store
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$45.00,300,"$135,000.00","$40,500.00",30%,In-store
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Women's Street Footwear,$40.00,225,"$90,000.00","$27,000.00",30%,In-store
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$40.00,200,"$80,000.00","$24,000.00",30%,In-store
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Men's Apparel,$50.00,175,"$87,500.00","$30,625.00",35%,In-store
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Women's Apparel,$55.00,350,"$192,500.00","$77,000.00",40%,In-store
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Street Footwear,$40.00,475,"$190,000.00","$66,500.00",35%,In-store
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$35.00,275,"$96,250.00","$28,875.00",30%,In-store
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Women's Street Footwear,$30.00,175,"$52,500.00","$15,750.00",30%,In-store
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$30.00,150,"$45,000.00","$13,500.00",30%,In-store
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Apparel,$40.00,150,"$60,000.00","$21,000.00",35%,In-store
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Women's Apparel,$45.00,225,"$101,250.00","$40,500.00",40%,In-store
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Men's Street Footwear,$50.00,400,"$200,000.00","$70,000.00",35%,In-store
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$40.00,250,"$100,000.00","$30,000.00",30%,In-store
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Women's Street Footwear,$40.00,150,"$60,000.00","$18,000.00",30%,In-store
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$40.00,125,"$50,000.00","$15,000.00",30%,In-store
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Men's Apparel,$50.00,125,"$62,500.00","$21,875.00",35%,In-store
Foot Locker,1185732,2021-10-09,Midwest,North Dakota,Fargo,Women's Apparel,$55.00,250,"$137,500.00","$55,000.00",40%,In-store
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Men's Street Footwear,$50.00,400,"$200,000.00","$70,000.00",35%,In-store
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$40.00,250,"$100,000.00","$30,000.00",30%,In-store
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Women's Street Footwear,$40.00,195,"$78,000.00","$23,400.00",30%,In-store
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$40.00,175,"$70,000.00","$21,000.00",30%,In-store
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Men's Apparel,$60.00,150,"$90,000.00","$31,500.00",35%,In-store
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Women's Apparel,$65.00,250,"$162,500.00","$65,000.00",40%,In-store
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Men's Street Footwear,$60.00,500,"$300,000.00","$105,000.00",35%,In-store
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$50.00,300,"$150,000.00","$45,000.00",30%,In-store
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Street Footwear,$50.00,250,"$125,000.00","$37,500.00",30%,In-store
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$50.00,200,"$100,000.00","$30,000.00",30%,In-store
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Men's Apparel,$60.00,200,"$120,000.00","$42,000.00",35%,In-store
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Apparel,$65.00,300,"$195,000.00","$78,000.00",40%,In-store
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Men's Street Footwear,$30.00,450,"$135,000.00","$40,500.00",30%,In-store
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$30.00,250,"$75,000.00","$26,250.00",35%,In-store
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Women's Street Footwear,$20.00,250,"$50,000.00","$15,000.00",30%,In-store
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$25.00,100,"$25,000.00","$7,500.00",30%,In-store
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Men's Apparel,$40.00,150,"$60,000.00","$30,000.00",50%,In-store
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Women's Apparel,$30.00,250,"$75,000.00","$30,000.00",40%,In-store
Foot Locker,1185732,2021-02-06,Midwest,North Dakota,Fargo,Men's Street Footwear,$30.00,500,"$150,000.00","$45,000.00",30%,In-store
Foot Locker,1185732,2021-02-06,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$30.00,150,"$45,000.00","$15,750.00",35%,In-store
Foot Locker,1185732,2021-02-06,Midwest,North Dakota,Fargo,Women's Street Footwear,$20.00,200,"$40,000.00","$12,000.00",30%,In-store
Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$25.00,75,"$18,750.00","$5,625.00",30%,In-store
Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Men's Apparel,$40.00,150,"$60,000.00","$30,000.00",50%,In-store
Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Women's Apparel,$15.00,250,"$37,500.00","$15,000.00",40%,In-store
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Men's Street Footwear,$20.00,470,"$94,000.00","$28,200.00",30%,In-store
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$20.00,175,"$35,000.00","$12,250.00",35%,In-store
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Women's Street Footwear,$10.00,225,"$22,500.00","$6,750.00",30%,In-store
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$15.00,100,"$15,000.00","$4,500.00",30%,In-store
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Men's Apparel,$30.00,150,"$45,000.00","$22,500.00",50%,In-store
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Women's Apparel,$20.00,250,"$50,000.00","$20,000.00",40%,In-store
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Men's Street Footwear,$20.00,475,"$95,000.00","$28,500.00",30%,In-store
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$20.00,175,"$35,000.00","$12,250.00",35%,In-store
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Street Footwear,$10.00,175,"$17,500.00","$5,250.00",30%,In-store
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$15.00,100,"$15,000.00","$4,500.00",30%,In-store
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Men's Apparel,$60.00,125,"$75,000.00","$37,500.00",50%,In-store
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Apparel,$50.00,250,"$125,000.00","$50,000.00",40%,In-store
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Men's Street Footwear,$60.00,520,"$312,000.00","$93,600.00",30%,In-store
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$40.00,225,"$90,000.00","$31,500.00",35%,In-store
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Street Footwear,$35.00,200,"$70,000.00","$21,000.00",30%,In-store
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$35.00,125,"$43,750.00","$13,125.00",30%,In-store
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Men's Apparel,$45.00,150,"$67,500.00","$33,750.00",50%,In-store
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Apparel,$50.00,275,"$137,500.00","$55,000.00",40%,In-store
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Street Footwear,$35.00,525,"$183,750.00","$55,125.00",30%,In-store
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$30.00,275,"$82,500.00","$28,875.00",35%,In-store
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Street Footwear,$25.00,200,"$50,000.00","$15,000.00",30%,In-store
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$25.00,175,"$43,750.00","$13,125.00",30%,In-store
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Apparel,$35.00,175,"$61,250.00","$30,625.00",50%,In-store
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Apparel,$55.00,325,"$178,750.00","$71,500.00",40%,In-store
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Men's Street Footwear,$50.00,550,"$275,000.00","$82,500.00",30%,In-store
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$45.00,300,"$135,000.00","$47,250.00",35%,In-store
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Women's Street Footwear,$40.00,225,"$90,000.00","$27,000.00",30%,In-store
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$40.00,175,"$70,000.00","$21,000.00",30%,In-store
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Men's Apparel,$50.00,200,"$100,000.00","$50,000.00",50%,In-store
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Women's Apparel,$55.00,375,"$206,250.00","$82,500.00",40%,In-store
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Men's Street Footwear,$50.00,525,"$262,500.00","$78,750.00",30%,In-store
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$45.00,300,"$135,000.00","$47,250.00",35%,In-store
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Women's Street Footwear,$40.00,225,"$90,000.00","$27,000.00",30%,In-store
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$40.00,200,"$80,000.00","$24,000.00",30%,In-store
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Men's Apparel,$50.00,175,"$87,500.00","$43,750.00",50%,In-store
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Women's Apparel,$55.00,350,"$192,500.00","$77,000.00",40%,In-store
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Street Footwear,$35.00,475,"$166,250.00","$49,875.00",30%,In-store
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$30.00,275,"$82,500.00","$28,875.00",35%,In-store
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Street Footwear,$25.00,175,"$43,750.00","$13,125.00",30%,In-store
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$25.00,150,"$37,500.00","$11,250.00",30%,In-store
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Apparel,$35.00,150,"$52,500.00","$26,250.00",50%,In-store
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Apparel,$40.00,225,"$90,000.00","$36,000.00",40%,In-store
